,word,coefficient
11963,map,-0.0814222234589
20635,minister,-0.0813066728019
12434,doings,-0.0813059876895
6685,clue,-0.0812795341028
12621,doctor,-0.0809863918301
4035,mad,-0.0809137648422
15060,striking,-0.0809011542541
11418,howells,-0.0808796730042
11099,reference,-0.0807420471179
9163,commercial,-0.0805822017018
9844,career,-0.0805447494694
18268,interested,-0.0804334634768
13049,children,-0.0804214605453
21216,empire,-0.0803781104333
4257,penelope,-0.0802511510116
5520,roland,-0.0801931386631
10186,washington,-0.0801745389693
21436,hy,-0.0801469083361
6413,physical,-0.0800702491256
19681,edge,-0.0800660550289
16045,mo,-0.080038189549
21381,lieut,-0.0800143112422
5268,settlement,-0.0799806594085
13478,just,-0.0797048398261
4923,wholly,-0.0796181303525
16410,quebec,-0.079608475922
8843,run,-0.079538208075
5952,received,-0.0794105687578
11777,carey,-0.0792221991193
19508,reasons,-0.0791860751192
13810,dante,-0.0791855956305
9417,poole,-0.0789038464427
1989,roger,-0.0786989601516
5353,indiana,-0.0785281505585
8272,horse,-0.0784731683423
11292,colonies,-0.0784307008186
12143,california,-0.0783720925045
2031,before,-0.0783717964178
553,nations,-0.0782451017184
2385,frenchman,-0.0782328243471
13765,giant,-0.0781090337521
4380,jesus,-0.0780527103584
1458,wood,-0.0778888109197
4946,separate,-0.0778565709189
13714,most,-0.077469434369
11458,shakespeare,-0.0774570075137
11261,is,-0.0773216879173
17694,boss,-0.0772859068968
1005,possibly,-0.0772346208309
4210,produced,-0.0771232845676
3080,guest,-0.0770971213667
1038,crown,-0.0770016602083
4284,doing,-0.07687847252
15992,actions,-0.076824509322
9580,nobleman,-0.0768233799263
11032,judges,-0.0768104621648
14698,island,-0.0767993405049
4158,mysteries,-0.0767958726955
3761,slums,-0.0767466015336
11624,delivered,-0.0767198879688
10245,vigor,-0.0765576427807
2612,th,-0.0764622032019
15826,feeding,-0.0763564115079
12294,edited,-0.0763283504144
744,holland,-0.0763193666913
14814,le,-0.0761950355743
1343,prevent,-0.0761926567109
6988,omitted,-0.0761614676749
5017,mere,-0.0761478737327
5515,production,-0.0758905614539
242,currency,-0.0757873527594
4979,gained,-0.0756626393141
13288,ford,-0.0755260668883
6621,copied,-0.0754811986227
1391,egypt,-0.075381151258
17610,lotto,-0.0752309896726
10113,cleveland,-0.0751512678323
13010,remote,-0.0751469782712
6895,publishers,-0.075018180759
12428,seas,-0.0749703371875
2097,boat,-0.074938225343
12467,campaign,-0.0749163926305
15867,encounter,-0.0748410800955
13641,b,-0.0748189089217
7535,driving,-0.0747361509016
2255,rest,-0.0745898735846
12036,police,-0.0745690045909
18287,virginia,-0.0744186656432
3980,victor,-0.0743309800978
19962,missionaries,-0.0740847611773
14110,marrying,-0.0739964983496
16721,craft,-0.0739583647697
19008,somebody,-0.0739054544637
983,had,-0.073855843702
17085,clubs,-0.0737202495938
5278,toll,-0.0734231049994
11016,converse,-0.0734009547434
17788,outcome,-0.0733935991868
6760,product,-0.0733927104086
7263,tennyson,-0.0733766641157
10561,oscar,-0.0733448166123
4873,arrest,-0.0733262871088
6121,kept,-0.0731226954413
10741,grammar,-0.0731132887105
71,charter,-0.0730473691984
18679,list,-0.0730027645975
15767,better,-0.0728242880336
20321,six,-0.0727816880467
17294,port,-0.0727625270525
6280,post,-0.0727541167253
270,monroe,-0.0725409309043
5785,germany,-0.0725078405229
3164,odd,-0.0723414120895
9178,northern,-0.07226707728
2919,its,-0.0722493720417
13381,infant,-0.0722295917763
9922,bahama,-0.0721393549401
11769,troops,-0.0721152880374
17077,portions,-0.0720456470431
8836,civilization,-0.0719098604764
18760,naval,-0.0718276168615
8319,grey,-0.0717032897655
11805,box,-0.0716085776346
12744,adams,-0.0715290586617
2369,scientific,-0.0715127417434
8174,travels,-0.0714648286495
13946,ireland,-0.0714644626905
4256,reconstruction,-0.0714296418773
2341,thinks,-0.0714212339243
4812,ball,-0.07142031669
2283,aspects,-0.0714044219311
10481,never,-0.0712514685244
723,radium,-0.0711810992329
4647,problems,-0.0711778047582
18704,invention,-0.0711415767585
3908,concerned,-0.0711116908021
19842,getting,-0.0709878651668
18028,missions,-0.0708848874492
17189,impression,-0.0708206819579
4863,generous,-0.0706693748543
16610,arabic,-0.0705159410416
18958,september,-0.0704950877161
1481,thompson,-0.0704127932689
7020,national,-0.0703813205336
10046,drew,-0.07036182907
15463,nevertheless,-0.0703275730662
6509,terror,-0.0701854063217
4566,should,-0.0701763058996
9211,wis,-0.0700157993043
14880,warner,-0.0700042319602
4599,following,-0.0698152204953
3135,vocal,-0.0697533710274
15290,taking,-0.0694977046252
20931,rather,-0.0694218773596
10064,devised,-0.0693943576611
13980,talking,-0.0691935398491
11834,useful,-0.0691739960207
8692,used,-0.0691110632437
9471,learns,-0.0691072840012
3915,will,-0.0690393509909
14529,quaker,-0.0689216636042
7430,lawrence,-0.0689197364935
5946,clues,-0.0688662090707
15769,natives,-0.0688220844221
7471,verse,-0.0686821642816
5968,com,-0.0686686795656
13074,straightforward,-0.0685975466577
1510,webster,-0.068538111961
1528,allowed,-0.0684643772811
10283,authority,-0.0684311694466
18802,oak,-0.0683224458989
13586,fiction,-0.0682879239046
372,represents,-0.0682188427014
8378,hired,-0.0681677124578
2404,stanton,-0.0681640110178
9770,contain,-0.0680772135463
13179,search,-0.068051595434
6815,still,-0.067943885868
18092,direction,-0.0679373766436
266,machine,-0.0678044562597
1007,birth,-0.067803808377
314,wind,-0.0677792673197
916,european,-0.0676218255509
15103,eight,-0.0676043252753
8965,proper,-0.0675820453472
15695,buy,-0.067501600943
12860,lands,-0.0674519396685
2656,sane,-0.0674387885628
16826,rubies,-0.0674010071904
19750,lesser,-0.0671710551732
8678,cervantes,-0.0671268495937
14060,timid,-0.0670631513335
6963,care,-0.0670341120223
12798,pioneer,-0.0670209020007
8454,wagner,-0.0669223805488
7946,earliest,-0.066852309952
9460,may,-0.0668442182231
5604,prank,-0.0667984836686
196,brings,-0.0667287655741
10080,lincoln,-0.0667033467557
4229,degrees,-0.0666656917374
21014,supply,-0.0666586462957
10447,japanese,-0.0666438752732
3902,seemed,-0.0665728538801
6906,year,-0.0665190041227
3501,rat,-0.0664854669552
1588,wolves,-0.0664691875404
5491,jews,-0.0661882761552
4416,lot,-0.0661552364794
6802,displayed,-0.0661420987258
3991,expressed,-0.0661072417417
6783,prussian,-0.0660104111434
16225,victory,-0.0659844811107
8509,revolution,-0.0659267672266
7945,conventional,-0.0658520534042
13854,case,-0.0658427469685
18650,egyptian,-0.0657411894151
1509,believed,-0.065698065397
18568,complications,-0.0656936392734
2806,keeping,-0.0655871799466
6962,card,-0.0655698586878
7136,professional,-0.0655599222558
5763,subjects,-0.0655310422433
3185,monastery,-0.0654955766463
1602,feature,-0.0654259752052
9403,hands,-0.0653891430459
19667,lower,-0.0653440965105
19091,get,-0.0652967631431
18928,concerns,-0.0652619485307
16280,arizona,-0.0652493060641
9583,johnson,-0.0652177187895
16623,discovery,-0.0651518695572
6659,prove,-0.0651485043335
4002,scenery,-0.0651236582769
7893,lack,-0.0651178922574
9244,started,-0.0650753626623
12239,browning,-0.0650204303434
7249,notice,-0.0650136686318
3079,fuller,-0.0649809403517
6894,ed,-0.0649541854278
15662,guard,-0.0648456256946
4294,thirteen,-0.0648237750922
6589,principal,-0.0648169558883
13997,tall,-0.0648157539443
8357,cave,-0.064737541322
5767,pilgrimage,-0.064610072942
10650,curiosity,-0.0645931886619
18515,britain,-0.0645639856777
9990,destruction,-0.0645415297597
6568,tempest,-0.0645387019926
9702,argues,-0.0645264124536
6252,comments,-0.0645231657619
5162,rule,-0.0643290460984
8555,gaunt,-0.0642179304849
10731,peoples,-0.0641987508383
10530,perhaps,-0.0641852629166
11906,reviews,-0.0641005609541
4072,bush,-0.0640682584885
10194,utility,-0.0639877942262
5396,era,-0.0639851942313
12941,manchuria,-0.0639728485427
20288,purity,-0.0639518971719
15377,survey,-0.0639282234409
12496,trades,-0.0637484719501
21312,tiberius,-0.0636881177863
19025,gannon,-0.0636881177863
13086,psyche,-0.0636881177863
19738,constitutions,-0.0636268606493
8886,within,-0.0636012533028
5665,carlyle,-0.0635743653035
18413,os,-0.0635086008122
4656,god,-0.0634411144367
6274,englishmen,-0.0632940122432
567,longs,-0.0632721968137
11502,rhyming,-0.0632348789931
41,dell,-0.0631460205718
878,elaborate,-0.0631254597297
2167,ive,-0.0631180917201
11212,basin,-0.0631097381099
18084,peaceful,-0.0630674366615
8971,cotton,-0.0630547444951
17201,incorporation,-0.0630421222836
16501,saga,-0.063026773185
9729,employed,-0.0629719231428
2249,being,-0.0629489235262
1689,revised,-0.0629485027846
15196,romantic,-0.062903172186
16982,coast,-0.0628951185311
20792,silas,-0.062873690317
9708,partners,-0.0628573597062
15223,exists,-0.0627330538572
13120,go,-0.0627258058669
20639,brady,-0.0626922651833
9185,recently,-0.0626901108656
10082,necessary,-0.0625432720745
4123,bent,-0.0625418157393
1648,refused,-0.0625066889614
3831,sails,-0.0624979788337
11854,sharper,-0.0624950571139
1418,studies,-0.0624302870894
1863,fashionable,-0.0624067153637
384,andrew,-0.0624061102346
12502,elijah,-0.0623737878702
4504,manor,-0.0623215171199
4391,montaigne,-0.0623080500803
18400,discussed,-0.0622819806032
986,macdonald,-0.0622409896652
11511,pair,-0.0621303899713
9755,gray,-0.0620666973818
9526,congo,-0.0620540648931
2576,consider,-0.0620048377751
3436,fire,-0.0618909129503
14781,chief,-0.0618867580559
9860,jim,-0.061868921992
9227,hudson,-0.0618311037097
10951,biographies,-0.061771392181
1369,remembered,-0.0617637851439
5870,haunted,-0.0617624965854
20391,ventures,-0.0616527571651
13324,ivy,-0.0616337782682
19154,enlarged,-0.0616176596756
18372,metropolis,-0.0616010835408
20571,plainly,-0.0615726652838
15387,meredith,-0.061550695164
13542,beginning,-0.0615468137902
7146,fifty,-0.0615361919462
18322,reduced,-0.0614891923961
13378,edwin,-0.0614170979496
14932,apt,-0.061354432746
15000,unscrupulous,-0.0612810555712
21362,whether,-0.0612547511044
17967,professes,-0.0612135245932
17253,hour,-0.0611409839801
13631,doctors,-0.0611303248651
15865,paid,-0.061097925275
8084,held,-0.061074567232
9664,sb,-0.061046859892
14904,rev,-0.0610003001348
17893,troy,-0.0609779551769
10259,walter,-0.0609385541046
13093,benevolent,-0.0609301621467
10881,growth,-0.0607834236556
12864,whites,-0.0607504308993
4133,pieces,-0.0607435961854
6822,curly,-0.0607225776886
12552,living,-0.0607206269545
5143,treason,-0.0607069815872
9541,bears,-0.060695871736
10238,ha,-0.0605948568507
274,winslow,-0.0605694636301
12846,practical,-0.0605327727167
15713,editing,-0.0605296221623
5581,crimea,-0.0605073849898
10222,probationer,-0.0605016732413
7418,tradition,-0.0604932539283
10000,finds,-0.0604703150679
18905,influences,-0.0604312465961
7646,frank,-0.0604246703101
13680,orders,-0.0603857563928
4842,drawing,-0.0603498624121
1598,olga,-0.0603322970483
1799,labors,-0.0602893608367
9537,bull,-0.060251671141
10565,wars,-0.0602108557099
20323,scotch,-0.0602013849905
9198,addresses,-0.0601327008312
6938,shows,-0.0601192137662
7592,boldly,-0.0600665771307
3162,presents,-0.0600653792206
13263,include,-0.0600483529756
6490,battle,-0.0598979215334
19801,whitney,-0.0598101092743
19788,mahler,-0.0597930485862
17695,permit,-0.0597847562471
5326,seven,-0.0597830623665
612,mouth,-0.0597512776048
14477,fatal,-0.0596862201677
6542,p,-0.0596602715451
19895,lone,-0.0594981195607
17143,realize,-0.0594587667382
3768,line,-0.0594440837326
11351,fighters,-0.0593981666339
14578,others,-0.0593953145178
1687,square,-0.0593925802388
4433,steel,-0.0593895461735
14105,superficial,-0.0593065901479
4463,gently,-0.0593031725871
5484,office,-0.0592410522388
14861,thrill,-0.0591965265995
2899,mexican,-0.0591811934339
14844,descendants,-0.0591788436992
11951,sunday,-0.0591588542003
19647,arrives,-0.059103636094
8353,speaking,-0.058945603245
20332,instead,-0.0589427567209
18897,phelps,-0.0588344078215
20866,favor,-0.0587588912661
10976,regular,-0.0585849461813
8623,look,-0.0585729096498
11272,inscrutable,-0.058566779024
13978,fur,-0.0585663643255
21322,support,-0.0585426949201
7952,contains,-0.058477089559
15151,continually,-0.058461325856
15328,citizenship,-0.058452720283
4911,become,-0.0583786237421
12422,administration,-0.0583473007789
20214,vols,-0.0583450480546
1540,divided,-0.0583013682961
20369,irishman,-0.0582332587101
17855,net,-0.0582187184879
7193,manuscripts,-0.058171527774
11560,fort,-0.0581657514704
5813,decidedly,-0.0581032418856
1504,printing,-0.0580959148401
7241,between,-0.0580687974396
17188,remarkable,-0.0580432544358
18122,rhymes,-0.0579756988424
1406,brilliant,-0.0579704444389
1198,examples,-0.0579066449464
1746,disguised,-0.0578945733072
13272,roosevelt,-0.0578482933962
15469,thought,-0.0577748939828
10361,whose,-0.0577501619682
12276,squaw,-0.0577466955595
3552,telegram,-0.0577024352575
4792,hubbard,-0.0576687901504
17991,review,-0.0576663379281
3793,labrador,-0.0576609124089
8857,plots,-0.0576431572837
17922,gettysburg,-0.0576210805588
3426,outset,-0.0576171001304
11736,item,-0.0574818387346
918,boiled,-0.0574800351408
4836,command,-0.0574202845233
10563,under,-0.0573512335218
13019,u,-0.0573318389803
18096,given,-0.0572466057368
17947,poetical,-0.0571740480435
6994,omission,-0.0571670193639
21249,june,-0.0571524629875
19189,poultry,-0.0571290520242
5953,climate,-0.0571231604808
18718,circumstance,-0.0571029160146
16751,robert,-0.0570800933723
18936,susan,-0.0570743039209
14014,engravers,-0.0570615257833
4982,puts,-0.057022709013
15755,proceeds,-0.0569608315945
17257,philippines,-0.0569576553528
5194,pedro,-0.0568845032297
13329,sacred,-0.0568816471305
17565,employment,-0.0568725605167
2408,burning,-0.0568662160118
4134,high,-0.0567680169325
19806,marcus,-0.0567346855203
4030,involved,-0.056706560882
2316,clay,-0.0566956468909
5748,contents,-0.0566671980406
20547,waterloo,-0.0566400227466
729,glad,-0.0566009598158
17943,regarding,-0.0565757559214
6487,supplement,-0.0565415087823
2685,richard,-0.0565107169172
381,mob,-0.0564887162068
3161,sell,-0.0564364843683
14785,fallacy,-0.0564306783432
15730,dangerous,-0.0563888467434
2487,which,-0.0563324078417
2793,juliette,-0.0563289786249
5982,tons,-0.0562694403104
15560,conrad,-0.0562595520729
12201,limited,-0.056227494422
1774,periodical,-0.0561067389798
1253,persecution,-0.0560790688574
10025,sources,-0.0560478956321
7371,commander,-0.0560212552357
16230,moods,-0.0560142696731
3001,manly,-0.0559521127913
7652,philosophers,-0.0558556857296
15687,maze,-0.0558216409364
9467,achievements,-0.0557999102887
3081,introduction,-0.0557861346486
12160,scribners,-0.055770605011
5416,antislavery,-0.0557305899883
9288,admirer,-0.0556916575695
21057,geographical,-0.0556874465546
16532,lodge,-0.0556808203668
17664,skillfully,-0.0556777134004
19688,dark,-0.0556719644121
430,millions,-0.0556608043979
12541,barry,-0.0556531823197
17646,kent,-0.0556047858553
11919,crazy,-0.0555344189498
8442,central,-0.0554999989653
13200,whimsical,-0.0554512513453
1650,nation,-0.0553823895292
14257,shrewdness,-0.0553260396513
12930,benton,-0.0553224825174
3042,owners,-0.0553091554843
1031,right,-0.0553066456078
18,increase,-0.0552572702519
7580,throw,-0.0552535862428
14336,exploration,-0.0552339168516
2583,improved,-0.0552077640012
8635,ought,-0.0551951901139
19906,sections,-0.0551643943605
2891,alphabet,-0.055135412377
12518,terse,-0.0551092673924
1463,scope,-0.0550749695998
1531,stole,-0.054972875853
56,scholar,-0.0548682950785
