,term,spearman,spearman_p_value
92,abstruseness,0.0233949373265,0.589242069554
93,absurd,0.0086323694108,0.842103186253
94,absurdities,0.0331164020426,0.44462732001
95,absurdity,0.0057282506942,0.894837169384
96,absurdly,0.0405971261632,0.348653462042
97,abundance,-0.0797946669769,0.0651422394904
98,abundant,-0.00523503785037,0.903845975688
99,abundantly,-0.0407052965997,0.347369634522
100,abuse,0.00624900075731,0.885340060863
101,abused,-0.0192361038569,0.657091192783
102,abuses,-0.0800454880428,0.0642996347505
103,abusing,0.0331164020426,0.44462732001
104,abusive,0.0233949373265,0.589242069554
105,abyssinia,0.0233949373265,0.589242069554
106,abyssinian,0.0233949373265,0.589242069554
107,ac,0.0410654144828,0.343117199695
108,academic,0.0420519709869,0.331638240856
109,academy,0.0152263553318,0.725300855773
110,accede,0.0233949373265,0.589242069554
111,acceded,-0.0800454880428,0.0642996347505
112,acceleration,-0.0402323231426,0.353005278008
113,accent,0.0149091395958,0.730799711414
114,accented,0.0233949373265,0.589242069554
115,accents,0.0233949373265,0.589242069554
116,accentuated,-0.113307359055,0.00871262259536
117,accept,0.0172402883324,0.690729045262
118,acceptable,-0.0194597794832,0.653362586841
119,acceptance,0.000974010638541,0.982068063111
120,acceptances,-0.0800454880428,0.0642996347505
121,acceptation,0.0233949373265,0.589242069554
122,accepted,0.0713785208008,0.0991000147139
123,accepting,-0.00523503785037,0.903845975688
124,accepts,0.0152263553318,0.725300855773
125,access,0.0622461183611,0.150495394278
126,accessible,0.0226349521313,0.601398587125
127,accession,0.0469214503626,0.278651066534
128,accessories,0.0405971261632,0.348653462042
129,accident,-0.0168298486397,0.697725568303
130,accidental,0.0331164020426,0.44462732001
131,accidentally,0.0057282506942,0.894837169384
132,accidents,-0.0194597794832,0.653362586841
133,acclaiming,0.0233949373265,0.589242069554
134,accommodations,0.0233949373265,0.589242069554
135,accompanied,-0.00414153988198,0.923861738493
136,accompanies,-0.00484725726886,0.910937739905
137,accompaniment,0.0331164020426,0.44462732001
138,accompany,-0.0699460698056,0.106082871092
139,accompanying,0.0331164020426,0.44462732001
140,accomplish,-0.044862995271,0.300305469859
141,accomplished,0.0862071206813,0.0462588026697
142,accomplishes,0.0233949373265,0.589242069554
143,accomplishing,0.0469214503626,0.278651066534
144,accomplishment,-0.0192361038569,0.657091192783
145,accomplishments,0.0331164020426,0.44462732001
146,accord,0.0230758927572,0.594331654028
147,accordance,0.00590183404857,0.891669727339
148,accorded,0.0331164020426,0.44462732001
149,according,0.036696266097,0.396946550902
150,accordingly,0.0405971261632,0.348653462042
151,accords,0.0233949373265,0.589242069554
152,account,0.0539095569641,0.21316095426
153,accountable,0.0233949373265,0.589242069554
154,accounted,0.00590183404857,0.891669727339
155,accounting,0.0331164020426,0.44462732001
156,accounts,0.00771449021584,0.858705723551
157,accumulated,-0.0402323231426,0.353005278008
158,accumulates,0.0233949373265,0.589242069554
159,accumulating,-0.0800454880428,0.0642996347505
160,accumulation,-0.108966343404,0.0116683947648
161,accuracy,-0.0233296643995,0.590281708657
162,accurate,0.046370352196,0.284341828137
163,accurately,0.00624900075731,0.885340060863
164,accursed,0.0233949373265,0.589242069554
165,accusation,0.0469214503626,0.278651066534
166,accusations,0.0233949373265,0.589242069554
167,accuse,0.0233949373265,0.589242069554
168,accused,0.066606410157,0.123873553396
169,accuser,-0.0800454880428,0.0642996347505
170,accusing,0.0331164020426,0.44462732001
171,accustomed,0.0575746560985,0.183619108458
172,ace,0.0331164020426,0.44462732001
173,acer,0.0233949373265,0.589242069554
174,achieve,0.0469214503626,0.278651066534
175,achieved,0.0142994867813,0.741406496684
176,achievement,0.0263020407421,0.543817703895
177,achievements,0.0853071436465,0.048593515446
178,achieves,-0.0192361038569,0.657091192783
179,acknowledge,0.0233949373265,0.589242069554
180,acknowledged,0.0405971261632,0.348653462042
181,acknowledges,0.0405971261632,0.348653462042
182,acknowledging,0.0331164020426,0.44462732001
183,acquaintance,0.00774355016703,0.858179092385
184,acquaintances,0.0331164020426,0.44462732001
185,acquaintanceship,0.0233949373265,0.589242069554
186,acquainted,-0.115595468882,0.00744056486482
187,acquiesce,0.0233949373265,0.589242069554
188,acquiescence,-0.0800454880428,0.0642996347505
189,acquire,-0.0405317132454,0.349431276012
190,acquired,-0.0297734404717,0.491954640597
191,acquirement,0.0233949373265,0.589242069554
192,acquiring,0.0331164020426,0.44462732001
193,acquisition,0.0233949373265,0.589242069554
194,acquisitions,0.0233949373265,0.589242069554
195,acquitted,-0.00523503785037,0.903845975688
196,acre,-0.0194597794832,0.653362586841
197,acres,-0.0408788799541,0.345315726432
198,acrimonious,0.0233949373265,0.589242069554
199,across,-0.0465827511941,0.282139328496
200,acrostics,0.0233949373265,0.589242069554
201,act,0.0695264559656,0.108200444819
202,acta,-0.0800454880428,0.0642996347505
203,acted,-0.0559994594937,0.195922312359
204,acting,0.029449941681,0.496673337929
205,action,0.0772341138942,0.0742745042577
206,actions,0.0746083356219,0.0846964793482
207,active,0.0555333261639,0.199676070041
208,actively,-0.0192361038569,0.657091192783
209,activities,-0.0632392514239,0.144078772303
210,activity,0.0259315894641,0.549508265068
211,actor,-0.0399586338695,0.356292570799
212,actors,0.0467234259437,0.280686950471
213,actress,-0.040358129891,0.351500646746
214,actresses,0.0233949373265,0.589242069554
215,acts,0.060259581588,0.16397899444
216,actual,0.014729436904,0.733920965819
217,actualities,0.0233949373265,0.589242069554
218,actuality,-0.113307359055,0.00871262259536
219,actually,0.0225243957768,0.603176380189
220,acumen,0.0233949373265,0.589242069554
221,acute,0.0469214503626,0.278651066534
222,acuteness,0.0233949373265,0.589242069554
223,ad,0.0502887609964,0.245561964723
224,ada,-0.0399586338695,0.356292570799
225,adages,0.0233949373265,0.589242069554
226,adair,-0.0399586338695,0.356292570799
227,adam,0.0233698531745,0.58964149948
228,adams,0.0605734335754,0.161790356141
229,adapt,0.0233949373265,0.589242069554
230,adaptability,0.0233949373265,0.589242069554
231,adaptation,0.0233949373265,0.589242069554
232,adapted,0.0224879719227,0.60376260705
233,adapters,-0.0402323231426,0.353005278008
234,adapting,0.0233949373265,0.589242069554
235,adaption,0.0233949373265,0.589242069554
236,add,-0.0101008743025,0.815688891698
237,added,0.0,1.0
238,addenda,0.0233949373265,0.589242069554
239,addicted,-0.0192361038569,0.657091192783
240,addictions,0.0233949373265,0.589242069554
241,adding,-0.0332462297955,0.442843107742
242,addison,0.0233949373265,0.589242069554
243,addition,0.0204696798764,0.636636202824
244,additional,0.029449941681,0.496673337929
245,additions,0.0405971261632,0.348653462042
246,address,-0.0319427257519,0.460941493997
247,addressed,-0.0617161662236,0.154007138189
248,addresses,-0.00715606059538,0.868837622995
249,addressing,0.0469214503626,0.278651066534
250,adds,0.0300062568972,0.488573577641
251,adduced,0.0233949373265,0.589242069554
252,ade,0.0233949373265,0.589242069554
253,adelaide,-0.138902563897,0.00127771856008
254,adeline,0.0233949373265,0.589242069554
255,adept,0.0233949373265,0.589242069554
256,adequate,0.0654539479073,0.130524991912
257,adequately,0.0331164020426,0.44462732001
258,adhered,0.0331164020426,0.44462732001
259,adherence,0.0331164020426,0.44462732001
260,adherent,0.0233949373265,0.589242069554
261,adherents,0.0469214503626,0.278651066534
262,adieu,0.0331164020426,0.44462732001
263,adjacent,0.0233949373265,0.589242069554
264,adjective,0.0331164020426,0.44462732001
265,adjectives,0.0331164020426,0.44462732001
266,adjoined,0.0233949373265,0.589242069554
267,adjoining,0.0233949373265,0.589242069554
268,adjudge,0.0233949373265,0.589242069554
269,adjust,-0.00465336697811,0.914486312741
270,adjusted,0.0233949373265,0.589242069554
271,adjuster,0.0233949373265,0.589242069554
272,adjustment,0.0233949373265,0.589242069554
273,adjutant,0.0331164020426,0.44462732001
274,adjutants,0.0233949373265,0.589242069554
275,adler,0.0233949373265,0.589242069554
276,administered,0.0331164020426,0.44462732001
277,administering,0.0233949373265,0.589242069554
278,administration,0.0282549407755,0.514310682514
279,administrations,-0.0194597794832,0.653362586841
280,administrative,0.0622461183611,0.150495394278
281,administrator,-0.0800454880428,0.0642996347505
282,administrators,-0.0800454880428,0.0642996347505
283,admirable,-0.0822719410195,0.0572065284451
284,admirably,0.0467946402757,0.27995364101
285,admiral,0.0519947636664,0.229890230365
286,admirals,0.0331164020426,0.44462732001
287,admiralty,0.0405971261632,0.348653462042
288,admiration,-0.0461543599517,0.286593457614
289,admire,-0.00688082749556,0.873839350284
290,admired,0.0155435710679,0.719816088458
291,admirer,0.0525089646969,0.225308909816
292,admirers,0.0217678728582,0.615404298606
293,admires,-0.0162413130553,0.707802728466
294,admiring,-0.0790693338771,0.0676301411385
295,admiringly,0.0233949373265,0.589242069554
296,admission,0.00801577159574,0.853248919246
297,admit,0.0519947636664,0.229890230365
298,admits,0.109245817089,0.011454302491
299,admittance,0.0233949373265,0.589242069554
300,admitted,0.0628131203334,0.146805904583
301,admittedly,0.0233949373265,0.589242069554
302,admitting,0.000324670212847,0.994022241612
303,admixture,0.0405971261632,0.348653462042
304,admonition,0.0233949373265,0.589242069554
305,ado,0.0233949373265,0.589242069554
306,adolphus,0.0233949373265,0.589242069554
307,adopt,0.0331164020426,0.44462732001
308,adopted,0.0780393536477,0.0712964106234
309,adopting,0.0525089646969,0.225308909816
310,adoption,0.035583855328,0.411423014447
311,adopts,0.0331164020426,0.44462732001
312,adorable,-0.0399586338695,0.356292570799
313,adorably,0.0233949373265,0.589242069554
314,adoration,-0.113307359055,0.00871262259536
315,adored,-0.0402323231426,0.353005278008
316,adorers,-0.0800454880428,0.0642996347505
317,adoring,-0.0402323231426,0.353005278008
318,adorn,-0.0192361038569,0.657091192783
319,adorned,0.0233949373265,0.589242069554
320,adorning,0.0233949373265,0.589242069554
321,adrian,-0.0800454880428,0.0642996347505
322,adriatic,-0.0800454880428,0.0642996347505
323,adrift,0.0331164020426,0.44462732001
324,adroit,-0.0570037454818,0.188010582821
325,adroitness,-0.0399586338695,0.356292570799
326,adulation,0.0233949373265,0.589242069554
327,adult,-0.0568098551911,0.189519439222
328,adults,0.0233949373265,0.589242069554
329,adv,0.0233949373265,0.589242069554
330,advance,0.0600503469297,0.165450397337
331,advanced,0.00222270766835,0.959093487202
332,advancement,0.0525089646969,0.225308909816
333,advances,0.035583855328,0.411423014447
334,advancing,-0.0399586338695,0.356292570799
335,advantage,0.0821287809242,0.0576422136806
336,advantageously,0.0233949373265,0.589242069554
337,advantages,0.0357137234132,0.409717029649
338,advent,0.0057282506942,0.894837169384
339,adventitious,0.0331164020426,0.44462732001
340,adventure,0.111922609562,0.00957344117301
341,adventurer,0.0233949373265,0.589242069554
342,adventurers,0.0469214503626,0.278651066534
343,adventures,0.0409391726986,0.34460412871
344,adventuress,-0.0788456582508,0.0684128930273
345,adventurous,0.0464880434452,0.28311998378
346,adversaries,0.0405971261632,0.348653462042
347,adversary,0.0331164020426,0.44462732001
348,adverse,0.0469214503626,0.278651066534
349,adversity,0.0233949373265,0.589242069554
350,advertised,0.0233949373265,0.589242069554
351,advertisement,0.0469214503626,0.278651066534
352,advertisements,0.0233949373265,0.589242069554
353,advertiser,0.0233949373265,0.589242069554
354,advertising,0.0331164020426,0.44462732001
355,adverts,0.0233949373265,0.589242069554
356,advice,0.0641029174655,0.138670531841
357,advisable,0.00590183404857,0.891669727339
358,advise,-0.0788456582508,0.0684128930273
359,advised,0.0302756409804,0.484677103167
360,advisedly,0.0233949373265,0.589242069554
361,adviser,-0.0792930095033,0.0668547516199
362,advisers,0.0331164020426,0.44462732001
363,advises,0.0575746560985,0.183619108458
364,advocacy,0.0331164020426,0.44462732001
365,advocate,-0.0171231943071,0.6927224251
366,advocated,0.0233949373265,0.589242069554
367,advocates,0.0622461183611,0.150495394278
368,advocating,0.0405971261632,0.348653462042
369,aeries,0.0233949373265,0.589242069554
370,aeronautics,-0.0800454880428,0.0642996347505
371,aesthetic,-0.0337657021361,0.435745021282
372,aesthetics,-0.00523503785037,0.903845975688
373,afar,0.0233949373265,0.589242069554
374,affair,0.00157441793175,0.971018241947
375,affairs,0.0625379231396,0.148587908019
376,affect,-0.0577135554893,0.182562238738
377,affectation,0.0331164020426,0.44462732001
378,affected,0.00813909115875,0.851017359705
379,affecting,-0.00504114755962,0.907390937592
380,affection,-0.0508440219649,0.240381247971
381,affectionate,0.0233949373265,0.589242069554
382,affections,-0.124059480389,0.0040543462151
383,affects,-0.00484725726886,0.910937739905
384,affidavit,0.0233949373265,0.589242069554
385,affinities,0.0233949373265,0.589242069554
386,affinity,0.0233949373265,0.589242069554
387,affirm,0.0233949373265,0.589242069554
388,affirmation,-0.0800454880428,0.0642996347505
389,affirmative,0.0405971261632,0.348653462042
390,affirmed,0.0233949373265,0.589242069554
391,affirms,0.0331164020426,0.44462732001
392,affixed,0.0233949373265,0.589242069554
393,afflict,-0.0800454880428,0.0642996347505
394,afflicted,0.0331164020426,0.44462732001
395,affliction,0.0331164020426,0.44462732001
396,affluent,0.0233949373265,0.589242069554
397,afford,0.0367735858799,0.395951864096
398,afforded,0.035583855328,0.411423014447
399,affording,0.0233949373265,0.589242069554
400,affords,0.0525089646969,0.225308909816
401,affright,-0.0800454880428,0.0642996347505
402,affront,0.0233949373265,0.589242069554
403,afield,0.0331164020426,0.44462732001
404,afloat,0.0405971261632,0.348653462042
405,aforementioned,-0.113307359055,0.00871262259536
406,aforesaid,0.0622461183611,0.150495394278
407,afraid,-0.0557054990764,0.198283511961
408,afresh,0.0331164020426,0.44462732001
409,africa,0.0271355561178,0.531121779569
410,african,0.0331164020426,0.44462732001
411,afro,0.0233949373265,0.589242069554
412,after,-0.0158406514106,0.714692471847
413,afternoon,-0.00504114755962,0.907390937592
414,afterthought,0.0233949373265,0.589242069554
415,afterward,0.00908880064296,0.833872795834
416,afterwards,-0.0800454880428,0.0642996347505
417,afton,0.0233949373265,0.589242069554
418,ag,-0.0399586338695,0.356292570799
419,again,-0.0749129981513,0.0834298363435
420,against,0.0212275579936,0.624203513946
421,agamemnon,0.0233949373265,0.589242069554
422,agape,0.0233949373265,0.589242069554
423,agassiz,0.0331164020426,0.44462732001
424,age,0.00587674169343,0.892127491831
425,aged,-0.0591130238873,0.172163722575
426,agencies,0.0469214503626,0.278651066534
427,agency,0.0469214503626,0.278651066534
428,agent,0.0426497277045,0.324804982668
429,agents,0.0622461183611,0.150495394278
430,ages,-0.0233710770269,0.58962200846
431,aggrandizement,0.0233949373265,0.589242069554
432,aggravated,0.0233949373265,0.589242069554
433,aggregate,0.0233949373265,0.589242069554
434,aggregation,0.0233949373265,0.589242069554
435,aggressive,0.0233949373265,0.589242069554
436,aggressiveness,0.0233949373265,0.589242069554
437,aggressor,-0.0800454880428,0.0642996347505
438,aghast,0.0233949373265,0.589242069554
439,agile,-0.0402323231426,0.353005278008
440,agility,0.0331164020426,0.44462732001
441,aging,-0.0399586338695,0.356292570799
442,agitated,0.0331164020426,0.44462732001
443,agitation,0.00607541740294,0.888504007935
444,agitator,0.0233949373265,0.589242069554
445,agitators,0.0331164020426,0.44462732001
446,agnes,-0.0792930095033,0.0668547516199
447,agnostic,-0.0194597794832,0.653362586841
448,agnosticism,0.0405971261632,0.348653462042
449,ago,0.0857513033378,0.0474292330662
450,agree,0.0653527826092,0.131121813105
451,agreeable,-0.00249467807231,0.954093378953
452,agreeably,0.0525089646969,0.225308909816
453,agreed,0.0357137234132,0.409717029649
454,agreement,-0.0266461218307,0.538558536829
455,agreements,0.0233949373265,0.589242069554
456,agrees,0.0405971261632,0.348653462042
457,agricultural,0.00624900075731,0.885340060863
458,agriculture,-0.0190124282307,0.660828330374
459,ah,-0.0335059659658,0.439285855022
460,aha,-0.0800454880428,0.0642996347505
461,ahead,0.0469214503626,0.278651066534
462,aid,-0.0140180274499,0.746320068863
463,aide,-0.0800454880428,0.0642996347505
464,aided,0.0421752905499,0.330220979489
465,aiding,0.0233949373265,0.589242069554
466,aids,-0.0800454880428,0.0642996347505
467,ail,0.0131318121698,0.761857605534
468,ailing,-0.0800454880428,0.0642996347505
469,aim,-0.0224393397368,0.604545719682
470,aimed,0.00624900075731,0.885340060863
471,aims,0.0886108777865,0.040480374781
472,air,-0.00224666979846,0.958652882057
473,airs,-0.0440372959716,0.309297858337
474,airship,-0.0800454880428,0.0642996347505
475,airships,-0.0800454880428,0.0642996347505
476,airy,0.0297251747808,0.49265713966
477,aisle,0.0233949373265,0.589242069554
478,aitch,0.0233949373265,0.589242069554
479,ajax,-0.0800454880428,0.0642996347505
480,akbar,0.0233949373265,0.589242069554
481,akin,-0.0399586338695,0.356292570799
482,al,-0.00173542822421,0.968055883832
483,ala,-0.0399586338695,0.356292570799
484,alabama,-0.0190124282307,0.660828330374
485,alain,0.0233949373265,0.589242069554
486,alaine,0.0233949373265,0.589242069554
487,alamo,0.0233949373265,0.589242069554
488,alaric,0.0233949373265,0.589242069554
489,alarm,0.0469214503626,0.278651066534
490,alarmed,0.0233949373265,0.589242069554
491,alarming,0.0233949373265,0.589242069554
492,alarms,-0.0800454880428,0.0642996347505
493,alas,-0.0578368750523,0.181627689111
494,alaska,0.0469214503626,0.278651066534
495,alaskan,0.0233949373265,0.589242069554
496,albanian,-0.0800454880428,0.0642996347505
497,albanians,-0.0800454880428,0.0642996347505
498,albany,0.0469214503626,0.278651066534
499,albeit,0.0233949373265,0.589242069554
500,albert,0.0525089646969,0.225308909816
501,albion,0.0331164020426,0.44462732001
502,albrecht,0.0331164020426,0.44462732001
503,alchemist,0.0233949373265,0.589242069554
504,alchemists,0.0233949373265,0.589242069554
505,alchemy,-0.0192361038569,0.657091192783
506,alcohol,0.0331164020426,0.44462732001
507,alcoholic,0.0331164020426,0.44462732001
508,alcott,0.0233949373265,0.589242069554
509,alden,-0.0402323231426,0.353005278008
510,alder,0.0233949373265,0.589242069554
511,aldis,0.0233949373265,0.589242069554
512,aldrich,0.0233949373265,0.589242069554
513,aldus,-0.0800454880428,0.0642996347505
514,ale,0.0233949373265,0.589242069554
515,alex,0.0233949373265,0.589242069554
516,alexander,0.0217073814504,0.616386716433
517,alexandra,-0.0402323231426,0.353005278008
518,alexandre,0.0233949373265,0.589242069554
519,alexandria,0.0405971261632,0.348653462042
520,alexis,-0.0800454880428,0.0642996347505
521,alfred,0.0149091395958,0.730799711414
522,algebraic,0.0233949373265,0.589242069554
523,algeria,-0.0194597794832,0.653362586841
524,algiers,0.0233949373265,0.589242069554
525,ali,-0.138902563897,0.00127771856008
526,alia,0.0233949373265,0.589242069554
527,alias,0.0233949373265,0.589242069554
528,alice,-0.102985391515,0.0171803051628
529,alien,-0.0160943328466,0.710327453589
530,aliens,0.0233949373265,0.589242069554
531,alighted,-0.0800454880428,0.0642996347505
532,alights,0.0233949373265,0.589242069554
533,alignment,0.0233949373265,0.589242069554
534,alike,-0.0167121573904,0.699736549316
535,aliment,-0.0402323231426,0.353005278008
536,aliments,0.0233949373265,0.589242069554
537,aline,-0.0800454880428,0.0642996347505
538,alive,-0.0317257972239,0.463992932124
539,alkaline,0.0233949373265,0.589242069554
540,all,-0.0512182051976,0.236933636576
541,alla,-0.0402323231426,0.353005278008
542,allan,-0.0190124282307,0.660828330374
543,allege,0.0233949373265,0.589242069554
544,alleged,0.0469214503626,0.278651066534
545,allegiance,-0.00504114755962,0.907390937592
546,allegoric,0.0233949373265,0.589242069554
547,allegory,0.0331164020426,0.44462732001
548,allen,-0.0167121573904,0.699736549316
549,alliance,0.066606410157,0.123873553396
550,alliances,-0.0800454880428,0.0642996347505
551,allied,0.0405971261632,0.348653462042
552,allies,0.0405971261632,0.348653462042
553,allin,0.0233949373265,0.589242069554
554,alliterative,-0.0399586338695,0.356292570799
555,allow,0.0115328439899,0.790131101865
556,allowance,-0.0402323231426,0.353005278008
557,allowed,0.0963910671833,0.0257799446724
558,allowing,-0.0678560744851,0.116962424734
559,allows,-0.0190124282307,0.660828330374
560,alloy,0.0405971261632,0.348653462042
561,alls,-0.0402323231426,0.353005278008
562,allude,0.0331164020426,0.44462732001
563,alluded,0.0233949373265,0.589242069554
564,alludes,0.0405971261632,0.348653462042
565,alluring,-0.0696288540696,0.107680642331
566,alluringly,-0.0402323231426,0.353005278008
567,allusion,-0.0398373798279,0.357755088901
568,allusions,0.0622461183611,0.150495394278
569,alluvial,0.0233949373265,0.589242069554
570,ally,0.0297251747808,0.49265713966
571,alma,-0.0800454880428,0.0642996347505
572,almanac,0.0233949373265,0.589242069554
573,almanacs,-0.0402323231426,0.353005278008
574,almighty,0.0233949373265,0.589242069554
575,almost,0.034904693766,0.420412920517
576,almshouses,0.0233949373265,0.589242069554
577,aloft,0.0233949373265,0.589242069554
578,alone,0.0417084724341,0.335606566979
579,along,0.0264623222791,0.54136468606
580,alongside,0.0405971261632,0.348653462042
581,aloof,-0.0788456582508,0.0684128930273
582,aloofness,0.0233949373265,0.589242069554
583,aloud,-0.00523503785037,0.903845975688
584,alphabet,0.0622461183611,0.150495394278
585,alphabetical,-0.00523503785037,0.903845975688
586,alphabetically,0.0233949373265,0.589242069554
587,alphabets,0.0233949373265,0.589242069554
588,alpine,0.0233949373265,0.589242069554
589,alps,0.0331164020426,0.44462732001
590,already,0.0274662860554,0.526126046889
591,alsace,0.0233949373265,0.589242069554
592,also,0.0127566866585,0.76846383895
593,alt,-0.00504114755962,0.907390937592
594,alta,-0.0800454880428,0.0642996347505
595,altar,-0.0571976357726,0.186510584442
596,altars,0.0233949373265,0.589242069554
597,alter,-0.0344150425618,0.426965100524
598,alteration,0.0233949373265,0.589242069554
599,alterations,0.0405971261632,0.348653462042
600,altered,0.0525089646969,0.225308909816
601,altering,-0.0800454880428,0.0642996347505
602,alternate,0.0233949373265,0.589242069554
603,alternately,0.0469214503626,0.278651066534
604,alternating,0.0331164020426,0.44462732001
605,alternative,0.0331164020426,0.44462732001
606,alters,-0.0402323231426,0.353005278008
607,althea,-0.0800454880428,0.0642996347505
608,although,-0.0920750791246,0.0332338955228
609,altitude,-0.0399586338695,0.356292570799
610,altitudes,0.0233949373265,0.589242069554
611,altogether,-0.00506251968229,0.90700009231
612,alva,0.0233949373265,0.589242069554
613,always,-0.0957509262198,0.026785080203
614,am,-0.0790917336548,0.0675521595808
615,amalgamate,-0.0800454880428,0.0642996347505
616,amalgamation,0.0233949373265,0.589242069554
617,amanda,-0.113307359055,0.00871262259536
618,amanuenses,-0.0800454880428,0.0642996347505
619,amateur,0.0217073814504,0.616386716433
620,amateurish,0.0233949373265,0.589242069554
621,amateurs,0.0233949373265,0.589242069554
622,amatory,0.0331164020426,0.44462732001
623,amazed,-0.0190124282307,0.660828330374
624,amazement,0.00642258411168,0.882177935729
625,amazing,0.0405971261632,0.348653462042
626,amazingly,0.0331164020426,0.44462732001
627,ambassador,0.0149091395958,0.730799711414
628,ambassadors,-0.0699460698056,0.106082871092
629,amber,0.0331164020426,0.44462732001
630,ambiguously,0.0233949373265,0.589242069554
631,ambition,0.00148180511223,0.972722368074
632,ambitions,0.00590183404857,0.891669727339
633,ambitious,-0.00292853512836,0.946120833455
634,ambitiously,0.0233949373265,0.589242069554
635,ambrose,0.0233949373265,0.589242069554
636,ambrosial,0.0233949373265,0.589242069554
637,ambrosially,0.0233949373265,0.589242069554
638,ame,0.0233949373265,0.589242069554
639,amelia,0.0233949373265,0.589242069554
640,amen,-0.0800454880428,0.0642996347505
641,amend,0.0331164020426,0.44462732001
642,amended,0.0233949373265,0.589242069554
643,amendment,0.0233949373265,0.589242069554
644,amenities,0.0233949373265,0.589242069554
645,amenity,0.0233949373265,0.589242069554
646,amer,0.0233949373265,0.589242069554
647,amerced,0.0233949373265,0.589242069554
648,america,0.107922135984,0.012499966559
649,american,0.051039580919,0.238575054846
650,americana,-0.0800454880428,0.0642996347505
651,americanism,0.0331164020426,0.44462732001
652,americans,0.0256537510055,0.5537953114
