,word,coefficient
16826,interested,-0.14794321073
1396,printing,-0.147754617946
4928,reign,-0.14772029403
2118,world,-0.1475389141
850,fairly,-0.14750017159
7846,conditions,-0.147123656083
12539,sold,-0.146862762537
13430,later,-0.14660501552
12877,century,-0.146451537317
3802,high,-0.146299009691
4524,wholly,-0.146075110965
12460,beginning,-0.145800975192
1532,nation,-0.145443283657
5031,order,-0.14503071679
5159,admits,-0.144858989652
3905,ship,-0.144409637822
19394,aims,-0.144301910767
9067,career,-0.144025775897
7054,native,-0.143922674128
6312,january,-0.143498831855
3713,involved,-0.143424651666
6902,critic,-0.142973882873
6406,british,-0.142940607245
8071,showing,-0.142322905266
17707,check,-0.142098223191
16882,pacific,-0.142003953178
17578,effect,-0.141793031044
5630,kept,-0.141637540654
2075,rest,-0.141625842164
2972,golf,-0.141524433494
909,campaign,-0.141509886863
9976,features,-0.141500838663
3669,index,-0.141365499941
6658,notice,-0.141349661187
4095,ingenious,-0.141252342447
4174,fact,-0.141031999487
13520,obvious,-0.140868804963
11817,practical,-0.140632844248
966,crown,-0.140349323169
12242,numbers,-0.140238782258
9873,peoples,-0.140112156736
252,machine,-0.140100420096
2101,aspects,-0.139918571174
10684,generally,-0.139613540357
17093,included,-0.139372256371
12271,december,-0.138823010189
3689,led,-0.138643841885
13864,turn,-0.138501702891
9806,attempt,-0.13849818043
11520,slain,-0.137683928955
7243,edited,-0.137442851072
9735,fighting,-0.137173163717
17169,egyptian,-0.137169521374
2435,large,-0.136333164315
17326,hoffman,-0.135965621111
9174,northwest,-0.135669607645
17939,reasons,-0.135605413905
18822,articles,-0.135548940207
12789,point,-0.135180228022
10389,colonies,-0.134662491966
8635,holland,-0.134560832595
7602,visions,-0.134537241121
4838,settlement,-0.134177123992
9883,meat,-0.133937639007
8443,northern,-0.133904547555
8297,practically,-0.133896062437
10356,ix,-0.133811280734
10636,fort,-0.133578173507
15300,arabic,-0.13336459876
4575,gained,-0.133282021177
19082,chapters,-0.133184427194
4917,indiana,-0.13311694666
2760,really,-0.132817086906
14598,physician,-0.13247873116
19591,support,-0.132130196708
8984,evolution,-0.13202220787
14194,partner,-0.131975648433
7647,kindly,-0.131537735185
8681,ills,-0.131234961537
7806,x,-0.13105027337
3619,account,-0.130608257931
15673,civil,-0.130471106618
1759,average,-0.130169448418
7996,used,-0.130118168847
5124,reached,-0.130041734849
4356,louisiana,-0.129726882147
3283,unto,-0.129707409835
15368,comprehension,-0.129502650573
12502,fiction,-0.129149576695
799,administrative,-0.12904581294
18695,scotch,-0.129039476948
5882,evidence,-0.128744519068
15832,remarkable,-0.128681239124
18921,plainly,-0.128388557428
4036,montaigne,-0.128247902424
1294,egypt,-0.128186567962
17221,invention,-0.127996574204
5314,phase,-0.127649358714
10591,doctrine,-0.127521547572
11966,remote,-0.127384241277
8653,hands,-0.127236180579
15168,commanding,-0.127199843796
16171,lonely,-0.12698873698
2420,labor,-0.126953478554
1923,strategy,-0.126907499437
18630,parliament,-0.126861681912
14700,auction,-0.126669414277
11257,browning,-0.126244545807
3873,produced,-0.126188261653
2045,mohawk,-0.125824009854
11174,california,-0.12580723003
16641,poe,-0.125643017806
1703,argument,-0.12560153532
7652,grey,-0.125556035161
224,household,-0.125534216005
16990,christianity,-0.125487764383
4579,puts,-0.125441253542
1278,view,-0.125234523564
4276,problems,-0.125205179978
1401,believed,-0.125192659737
16766,cross,-0.125189317318
5299,explanation,-0.125033397198
4442,command,-0.124978298381
9336,journal,-0.124877245337
478,master,-0.124672521319
14937,plates,-0.124537780084
1615,training,-0.124460275109
14473,wise,-0.123827213813
6672,tennyson,-0.123679342964
14241,exceedingly,-0.123675981343
1744,knew,-0.123621255541
17094,complications,-0.123449295183
4955,era,-0.123248552681
17872,spirited,-0.123143326331
19194,crude,-0.123045223447
10075,biographies,-0.122998451542
14338,ideals,-0.122278245038
14668,causes,-0.122265358528
1125,exist,-0.12196763066
10698,delivered,-0.121959134273
1514,suspicion,-0.121928944909
8119,savage,-0.121928619369
15046,relations,-0.121781947811
2482,mad,-0.121762101408
13655,ly,-0.121548788562
7238,learned,-0.121439846987
4361,adopted,-0.121068778044
104,admiral,-0.12060255341
16158,maps,-0.120472119913
16838,easily,-0.120207998846
1074,selection,-0.120178105678
959,right,-0.120048510568
14925,iowa,-0.119978302855
2300,ab,-0.11970617946
2466,clock,-0.11963464151
14448,buy,-0.119519463051
12944,county,-0.119335056895
5417,secretary,-0.11920184243
12373,mystery,-0.119186720993
17982,ghost,-0.119183066
8783,bears,-0.11899117294
5558,voice,-0.11896211246
12258,j,-0.118922039512
14582,striking,-0.118824269252
7518,travels,-0.118674783662
1417,allowed,-0.118502485545
91,federal,-0.118250988756
10559,burr,-0.118218266754
5322,burlesque,-0.118199077587
11979,psychic,-0.118151858326
12578,murder,-0.118101260928
3690,drill,-0.118009147369
7705,systems,-0.11788786438
17619,brave,-0.117730169784
5983,terror,-0.117520414481
7673,emperors,-0.117447574134
10869,canadian,-0.117405721551
11295,place,-0.117394944876
816,played,-0.117332757384
8129,civilization,-0.117297862775
2438,sane,-0.117248857781
12857,talking,-0.117119733794
5312,germany,-0.116671312261
15732,portions,-0.116351539458
9303,village,-0.11632568599
6250,displayed,-0.116285770629
1666,labors,-0.116209754656
13994,romantic,-0.116199385794
2345,tiger,-0.115660461095
6092,trial,-0.115563800679
1330,marvelous,-0.115544046727
17170,far,-0.115536726829
7020,low,-0.115347854882
97,contributed,-0.115326757879
7912,territory,-0.115274076853
15494,greatest,-0.115266488116
14613,encounter,-0.114979926426
15946,lotto,-0.11456134065
10372,ia,-0.114557409612
3553,ago,-0.114336424404
11496,trades,-0.114308967346
11435,seas,-0.114299922145
2835,guest,-0.114237588131
12657,giant,-0.114172244662
3749,bush,-0.113877438476
11937,field,-0.113770332934
6969,throw,-0.113721931914
2440,small,-0.113563773975
12054,independence,-0.113007957006
681,result,-0.112935455342
11091,texas,-0.112818565654
11490,dates,-0.112783941763
13828,treatise,-0.112775828167
12776,foreign,-0.112744677965
8769,congo,-0.112694271308
14735,actions,-0.112490188116
5902,reality,-0.11227588919
10209,reference,-0.112274667571
6872,treatment,-0.112219246908
3466,slums,-0.11203441152
8488,remains,-0.111962714582
3912,genuine,-0.111936222933
18797,giotto,-0.111658131595
1356,scope,-0.111225767386
14109,manhood,-0.111208768918
4846,reconstruction,-0.111201530144
215,example,-0.111073745374
11011,map,-0.111004601295
9617,puritans,-0.110922785938
18628,possession,-0.110658562697
670,fair,-0.11064881466
8937,partners,-0.110630966986
1934,boat,-0.110624606189
2156,biographer,-0.110614092275
3801,pieces,-0.110594176627
7304,earliest,-0.110475438561
14263,books,-0.1104690187
2834,fuller,-0.110427952475
4847,toll,-0.110135785913
5038,office,-0.11011625505
9283,lost,-0.109490242798
12429,pigeon,-0.10946159743
18596,vols,-0.109097909378
7434,held,-0.108571892975
16393,measure,-0.108392664936
6715,classic,-0.108291553342
4951,theories,-0.108278389743
15609,rhine,-0.108261724889
17048,britain,-0.108180808377
6557,professional,-0.108171565676
2330,contemporaries,-0.108084061228
7683,lie,-0.108079388001
8148,plots,-0.108006652878
15111,classes,-0.107909767192
10865,box,-0.107782431064
2836,introduction,-0.107461088612
12554,seen,-0.107450728276
3792,bent,-0.107431971821
6607,manuscripts,-0.107408413881
3775,animals,-0.107142778296
12200,gold,-0.106859054576
13538,sought,-0.106717405294
7889,lake,-0.106591378102
9227,sources,-0.106559839864
1313,accomplished,-0.106505095604
6514,veteran,-0.106489029584
2358,original,-0.106352061701
14018,exists,-0.106161340563
6980,boldly,-0.106147289011
1474,wolves,-0.106055829759
9171,report,-0.106010711151
11044,jail,-0.105863860087
19247,table,-0.105854147702
5964,battle,-0.105658415194
6830,constitutional,-0.105437115517
10833,troops,-0.105232492606
17140,decisions,-0.105210394272
16382,outcome,-0.105143870087
4924,higher,-0.105072124267
2365,caused,-0.104847348352
2199,frenchman,-0.104675739543
9159,lambs,-0.104539463092
14506,proceeds,-0.104408327786
7607,horse,-0.104317999786
18696,moods,-0.104246053021
12869,dryad,-0.104115298803
4974,antislavery,-0.1039505559
15198,saga,-0.10374338957
8895,sb,-0.103637345966
229,currency,-0.103401249008
17786,believe,-0.103263620564
15010,evil,-0.10289490119
15002,arizona,-0.102625302706
10197,intervals,-0.102599540434
16571,review,-0.102537266831
4712,details,-0.102461093405
3950,thirteen,-0.102441861145
10230,shaved,-0.102425439645
3226,rat,-0.102409017182
17087,includes,-0.102397039653
11590,endowed,-0.10224512513
8657,masters,-0.102181127459
1608,poems,-0.102135303374
6211,armies,-0.1020256029
8475,wis,-0.101900404897
6344,year,-0.101810617721
2699,wagner,-0.10167631173
10767,petersburg,-0.101604901247
1772,laws,-0.101373240137
18708,courtships,-0.101292637734
16526,regarding,-0.101280965131
4600,alliance,-0.101248987026
7949,fleet,-0.101165699019
19114,local,-0.101161014139
12553,largely,-0.101115986827
11438,eighteenth,-0.100931155605
6821,tradition,-0.10085899846
10875,bow,-0.100817075691
19314,supply,-0.100767411879
14033,phases,-0.100736628451
5583,soldier,-0.100685535547
5045,jews,-0.100599004126
1649,affords,-0.100590771487
14574,feeding,-0.100543696462
10999,sunday,-0.10051891234
6555,slaves,-0.100488476411
9197,destruction,-0.100463604576
16363,editions,-0.100333705705
14513,cases,-0.100277613605
5487,col,-0.100232396022
147,ground,-0.100134915109
13969,inferior,-0.100087809554
15119,quebec,-0.0997083486107
4947,work,-0.0994516725053
11441,doings,-0.0994383416654
1436,undertook,-0.0993531204794
4020,manuscript,-0.0992892474355
4408,hubbard,-0.099170698627
5042,missionary,-0.0991371373053
4073,steel,-0.0988146338906
11903,manchuria,-0.0987960946914
7025,assumes,-0.0987746521382
9446,piece,-0.0987250276279
3433,ministers,-0.0985590501853
19400,wordsworth,-0.0985526926354
10457,candidate,-0.0984854967834
5336,fitted,-0.0984612446604
3227,shorter,-0.0984485384221
2273,buying,-0.0984222359607
6417,blind,-0.0983954943274
18817,republican,-0.0983416602188
16505,gettysburg,-0.0982874724299
10313,basin,-0.0980487504125
4574,stage,-0.0980223453021
9425,courts,-0.0980010733059
7251,lack,-0.097870854822
15921,port,-0.0978013630826
1169,persecution,-0.0977700004432
6118,market,-0.0976368205374
3240,tower,-0.0976262429163
9812,think,-0.0975473945221
7303,conventional,-0.0973890314982
833,irishman,-0.0972754166245
13303,furnished,-0.0971608104971
7603,maple,-0.0969938410745
14519,natives,-0.0969844898821
5714,poets,-0.0969839230365
18904,latest,-0.0969527445523
10240,bridge,-0.0969203747347
5893,physical,-0.096820633704
12152,africa,-0.0967270469222
6301,discuss,-0.096590014336
952,follows,-0.0965753410455
1967,thousand,-0.0965579005616
9279,loss,-0.0964077429053
6148,clue,-0.096271303403
10021,somewhat,-0.0962368639397
8583,thames,-0.0962180068406
8272,draw,-0.0961050733688
11834,whites,-0.0960853694353
17167,citizen,-0.09606133682
18447,issues,-0.0958753303671
274,italy,-0.0958571879456
14332,classical,-0.0957997452212
19485,church,-0.0957300052971
13154,forward,-0.0957227415105
5338,decidedly,-0.0956614791456
12878,cents,-0.0956107877143
19623,carried,-0.0955848940799
7750,rhymers,-0.0953872032645
17767,thorough,-0.0952477768322
18054,bacons,-0.0951625921856
13951,continually,-0.0950461780767
1370,apparent,-0.0949935192999
8910,construction,-0.094948490443
9455,universal,-0.0949288551519
2754,finish,-0.0948663923216
14517,better,-0.0948296653292
2714,entire,-0.0946862158892
2529,regiment,-0.0945352324332
6058,principal,-0.0944129096074
3890,degrees,-0.0942945077404
6638,sport,-0.0942849741318
470,service,-0.0942447298362
12308,infant,-0.0942043936894
10061,mind,-0.0941886174897
19257,hunters,-0.0941497916627
842,fatal,-0.094143018997
1798,going,-0.0940743365744
4477,arrest,-0.0940630467807
10383,parish,-0.0938934694232
10040,matter,-0.0936927970157
2219,burning,-0.0936820397956
3182,towns,-0.0936197557468
15065,heights,-0.0935472930459
18310,sections,-0.0935189700364
10957,reviews,-0.0934482362031
7167,commission,-0.0933544284495
11397,patriot,-0.0932307132704
8998,contain,-0.0930964825555
6738,constantinople,-0.0930633280831
7769,central,-0.0930036089653
6422,omitted,-0.0929978447208
2995,writes,-0.0928431186926
6267,curly,-0.0926247265516
16404,amateur,-0.0925783979411
6334,cairo,-0.092571072379
9427,ha,-0.0924450502656
16673,minister,-0.0922406447629
16394,reader,-0.0921689924164
5296,pilgrimage,-0.0921662142219
6427,omission,-0.0921555072648
8450,recently,-0.0921518900731
19521,leader,-0.0920369262607
16045,thousands,-0.0920283110532
5533,concerning,-0.0919221645825
4695,walters,-0.0917980239179
10191,fields,-0.0917876117853
4610,roads,-0.0917015160408
16265,skillfully,-0.0916344516049
18094,anybody,-0.0915861263172
8933,careful,-0.091574253459
515,tree,-0.0915410597039
19640,lieut,-0.0914865778107
8979,argues,-0.0914572262943
5270,return,-0.0913575142699
12421,deals,-0.0912748981311
18862,mew,-0.0912480762999
15221,supremacy,-0.0912476270995
18152,constitutions,-0.0912256746976
13059,scale,-0.0909910415139
9264,devised,-0.0909830433339
14157,survey,-0.0907954300849
8925,sent,-0.0907505940477
8779,bull,-0.0906910878897
15481,keats,-0.0906346979484
16563,fails,-0.0905648412663
3854,element,-0.0904987069342
3008,begins,-0.0903297836789
7410,read,-0.0903096809998
1747,knee,-0.0901468154181
6565,fifty,-0.090116555354
1727,jewish,-0.0899449447501
12855,fur,-0.0898454246462
13989,arranged,-0.0896388779012
9755,climax,-0.0895074149583
8727,completely,-0.0893939483772
9717,wars,-0.0892422739338
9782,aboard,-0.0891596988775
173,mystic,-0.0891441722478
5486,com,-0.0890613094709
6907,superfluous,-0.0890514355234
8644,pure,-0.0889517783072
1008,tribes,-0.0888794114915
1275,remembered,-0.08881013851
2271,mice,-0.0887865021783
16848,accepted,-0.0887767146611
9091,appeared,-0.0886923661187
8762,succeeds,-0.0886710717708
2916,odd,-0.088532773961
19440,publication,-0.0885236451578
18759,compass,-0.0884901672296
796,commerce,-0.0884512162288
12256,acts,-0.0884223470603
15418,act,-0.0883669102944
15888,philippines,-0.0883045483397
11187,scribners,-0.0882981478577
12652,carefully,-0.0882357703238
3255,recent,-0.0882301785778
11515,websters,-0.088123798321
8232,crudities,-0.0880086111104
1382,given,-0.0879023659842
11838,potemkin,-0.087886176919
1564,workman,-0.0878744806448
18067,arrives,-0.0878467761828
3991,surely,-0.0878133088008
16795,guided,-0.0878109981932
5654,gods,-0.0877898945776
3021,closely,-0.0877631953052
7619,gibraltar,-0.087669507276
1306,brilliant,-0.0876527725496
19397,sedgwick,-0.0875545759605
15440,violent,-0.0874560935169
621,quaint,-0.0874201476597
9412,probationer,-0.0873916554051
532,longs,-0.0872524594845
11516,terse,-0.0872201034597
7989,grand,-0.0870785397018
9268,historic,-0.0868622732703
12897,thesis,-0.0867639787866
7354,sapphires,-0.0867638197683
7692,lit,-0.0866558995758
1251,spiritual,-0.0866078648191
2671,mexican,-0.0865430255096
8958,employed,-0.0865379473394
8717,learns,-0.0865357465731
542,affairs,-0.0864335548812
2159,thinks,-0.0863573986635
1756,mortgage,-0.0862952914827
10161,wrestling,-0.0861565873788
5462,enters,-0.08593456556
1778,definite,-0.0858883851667
2294,agree,-0.0858539852431
19592,secret,-0.0856800806021
13662,descendants,-0.0856759906171
2890,determined,-0.0856139660624
14953,victory,-0.0854503943556
5903,pickering,-0.0853835889561
10133,converse,-0.085337378666
13555,holds,-0.0851964477067
6088,copied,-0.0851859389712
635,wide,-0.0851477144363
11599,wisely,-0.0850574539875
4034,blows,-0.0849941075598
1702,turned,-0.0848775819299
923,east,-0.0848333357305
5515,germans,-0.0848102564949
18654,getting,-0.0847960042917
3824,mysteries,-0.0846940607023
15842,remarkably,-0.0846024830554
2600,memoirs,-0.0844915767588
11537,capable,-0.0843549280241
12215,remain,-0.0843139400012
16109,huge,-0.0842402123262
3271,telegram,-0.0841354048034
5879,store,-0.0841245532518
4658,official,-0.0841215637472
15791,realize,-0.0840088416756
5952,impulse,-0.0840020315876
19622,instructive,-0.0838931476724
3501,influence,-0.0838691651307
16982,immense,-0.0838279232099
10898,histories,-0.0837429033259
19660,cave,-0.0836749253669
8713,achievements,-0.0836730579077
9433,vigor,-0.0835664635578
5391,haunted,-0.0835184329565
3049,set,-0.0834270610655
1530,refused,-0.0833619720776
10031,cruelly,-0.0833555516393
10088,moscow,-0.0833446842305
223,unjust,-0.0831185679474
1188,breadth,-0.0829763241515
18372,employment,-0.0827925703383
16547,publishers,-0.0827361679513
18472,attempts,-0.0826870423484
8663,poole,-0.0826595653577
14743,double,-0.0826430204698
13615,wilds,-0.0825116407277
14114,citizenship,-0.0824633670847
17259,andrews,-0.082454587161
6038,tempest,-0.082134871034
14416,guard,-0.0821272275917
917,macdonald,-0.082120155482
18362,missionaries,-0.0821135936535
12889,engravers,-0.0820551812272
2201,stone,-0.0820293885269
1196,bandits,-0.0820081881088
7341,organization,-0.0819957964904
13715,rev,-0.08194573235
5282,forced,-0.0819068698964
16658,confessions,-0.0816421158761
17813,assumed,-0.0816272285442
4165,class,-0.0815613133252
6445,conclusion,-0.0815252233713
12587,built,-0.0814993464459
12404,hard,-0.0814980886259
16993,adler,-0.0814738957209
14616,school,-0.081458429827
5280,contents,-0.0814029711394
7466,food,-0.0813590820451
284,effective,-0.0813416578295
9399,inner,-0.0812629669162
9230,distant,-0.0810050215262
18937,continental,-0.0808820515014
1932,crew,-0.0808149691186
1114,examples,-0.0807985189958
6096,pictorial,-0.0807847087232
5373,adequate,-0.0807428546335
4467,generous,-0.0807370568622
12262,sacred,-0.080651261564
5039,devote,-0.0803991680518
16981,ph,-0.0802640967646
3414,deserves,-0.0802230013167
8063,remaining,-0.0801446821144
2540,single,-0.0800992338616
2443,fashion,-0.0800468184393
13213,prevail,-0.080036249516
7431,trevelyan,-0.079979776955
17620,defects,-0.0799754011793
10,verses,-0.0799554011361
11213,americans,-0.0799338258433
18899,waterloo,-0.0796354484497
10166,xvii,-0.0796143457472
674,radium,-0.0796060269594
13973,gibbs,-0.0795562858108
3450,occupy,-0.0795518177602
4699,compared,-0.0795270376419
10172,settlements,-0.0795175689497
17977,attractive,-0.0793919955012
11196,blacksmith,-0.0792408786678
17345,illustrious,-0.0791929038959
1567,square,-0.0790422051384
13494,trail,-0.078990121068
9216,englander,-0.0789750147289
3712,technical,-0.0789236239821
10366,iv,-0.0788997757038
8549,admirer,-0.0788714035398
5925,trappers,-0.0788329200712
9222,oak,-0.0788188965175
9066,limits,-0.0788030426063
9816,waited,-0.0787854918071
15602,intellect,-0.0787751076615
15577,hung,-0.07863451315
1283,jury,-0.0785592644958
5792,tarkington,-0.078484874658
7086,green,-0.0783795975268
9551,dukes,-0.0783752332577
1381,rendered,-0.0783725999068
5713,virginian,-0.0783376078333
10328,personally,-0.0782872040334
15344,players,-0.0782745138477
19350,geographical,-0.0781909682252
16551,bargain,-0.0781474418401
12035,hewlett,-0.0779847040512
784,eastern,-0.0779529803104
18549,degree,-0.0778798383284
8823,johnson,-0.0777357919929
16438,clearer,-0.0777024278998
3657,mediterranean,-0.0776920732994
137,ruskin,-0.0776571663155
15830,coach,-0.077535067677
13690,wilde,-0.0774874518731
5896,knowles,-0.0774490505085
14226,president,-0.0773438907294
1375,thompson,-0.0773373637403
17676,prairie,-0.0773189166476
14462,captives,-0.0773071552595
11206,lone,-0.0772752127396
13974,beat,-0.0772724414032
3339,marquez,-0.0771450613965
406,millions,-0.0771325123894
2576,cunning,-0.0771157947984
18691,sit,-0.0769933322715
7528,trusts,-0.0769419426273
9177,party,-0.0769120503094
5961,supplement,-0.0768744571935
1994,situation,-0.0768679748287
17270,naval,-0.0768050602811
7762,justice,-0.0767975799595
15973,guilty,-0.0767883086447
11095,views,-0.0767855388507
16317,appealed,-0.0767351264868
1046,beings,-0.0767342696332
484,legs,-0.0766889821474
3783,pour,-0.0766655083592
1858,mecca,-0.0766642512578
7043,traveled,-0.0766143945542
13832,hysterical,-0.0765085249801
16575,outside,-0.0764889074888
18101,machinery,-0.0764874412197
9825,operations,-0.07647017845
14482,dangerous,-0.0764597391655
3843,ties,-0.0763253969424
6078,change,-0.076219607376
18330,motive,-0.0762185594506
15310,discovery,-0.0761474481301
5424,observes,-0.0761034196251
4888,miniatures,-0.0760605151616
13011,apt,-0.076046484671
7709,hired,-0.0760342947376
14417,pitying,-0.0759359561171
6083,deductions,-0.0758963780165
6625,concert,-0.0757488434763
1389,pretend,-0.0756312269005
16185,feature,-0.0755926949382
6857,mirabeau,-0.0755805682577
6466,short,-0.075523820896
12253,bat,-0.0754174637878
6235,prussian,-0.0753833865207
136,military,-0.0753756207233
15669,primitive,-0.0753420711898
17364,division,-0.0753142722154
15788,vanished,-0.0752638755933
18068,exigencies,-0.0752443711773
4706,forests,-0.0751148347979
8932,soldiers,-0.0750809453115
7339,helped,-0.0749145003988
18758,ventures,-0.0749086299735
18548,chose,-0.0748815598412
4550,passion,-0.0748176875515
13477,harrowing,-0.0747681651898
13554,protect,-0.0747339042709
1867,representatives,-0.0747000579356
13428,alaska,-0.0746971331045
9139,encountered,-0.0746916913322
10711,authorities,-0.0746850066041
19238,wall,-0.0746288701567
4975,indies,-0.0746258916523
7946,ought,-0.0745690870259
8660,mastery,-0.0745235613194
16865,arc,-0.0744732985883
8745,route,-0.0744282645931
7675,substantial,-0.0744233176957
6549,reform,-0.0744199721733
4959,lieutenant,-0.0743641061372
18079,hospitality,-0.0743370378723
14466,editing,-0.0743362458339
16376,accused,-0.0743012775713
4143,voyage,-0.0742645392291
5464,clues,-0.0742144980889
6230,grandson,-0.0742003025953
8390,booth,-0.074129412938
9084,supreme,-0.0740924556158
807,viii,-0.0740277344946
12385,habits,-0.0740208950828
15739,supplied,-0.0739908524628
19187,favor,-0.0739531271588
9615,likely,-0.0738810104149
16254,simile,-0.0738420725881
8237,lovers,-0.0737893499703
7803,abolitionists,-0.0737666374833
425,estimate,-0.0737638206832
12029,straightforward,-0.0737543078834
12285,response,-0.0737340121378
6346,happen,-0.0736066978819
1644,periodical,-0.0735018557992
3671,business,-0.0734735848814
2956,cover,-0.0734387828008
7299,seventeenth,-0.0734153351502
10881,finer,-0.0732274010159
1891,spare,-0.0731913496538
5953,diplomacy,-0.0731626627344
11123,peasant,-0.0731003034538
2934,villages,-0.0730334892463
7661,garrison,-0.0729928204134
7833,horrid,-0.0729352413207
16529,poetical,-0.0729086716947
14773,squad,-0.072890738252
4469,bibliography,-0.0728899737445
18902,phrases,-0.072830423274
11421,source,-0.0726823474514
19336,tiberius,-0.0726382240731
12039,psyche,-0.0726382240731
17506,gannon,-0.0726382240731
9134,bahama,-0.0726039381697
5422,human,-0.0725474563397
509,peril,-0.0724678860784
6125,civic,-0.0723773476749
17535,weight,-0.0723126686279
4772,pointing,-0.072302317917
16040,prophecy,-0.0722018530751
11060,gradual,-0.0721505475914
